tx_period_max,cl_period_max,periodicity,duty_cycle,rf_label
135.0,1.0,1.8823529411764706,0.9921875,WiFi_Stream
5.0,11.0,16.0,0.31640625,BL_Stream
18.0,204.0,1.1531531531531531,0.0703125,BL_Beacon
8.0,11.0,13.473684210526315,0.3671875,BL_Stream
189.0,1.0,1.3473684210526315,0.9921875,WiFi_Stream
18.0,146.0,1.5609756097560976,0.08203125,BL_Beacon
2.0,21.0,11.130434782608695,0.10546875,WiFi_Beacon
150.0,1.0,1.695364238410596,0.99609375,WiFi_Stream
2.0,21.0,11.130434782608695,0.109375,WiFi_Beacon
2.0,20.0,11.636363636363637,0.1171875,WiFi_Beacon
162.0,1.0,1.5705521472392638,0.99609375,WiFi_Stream
3.0,227.0,1.1130434782608696,0.01171875,BL_Beacon
3.0,12.0,17.066666666666666,0.25,BL_Stream
140.0,1.0,1.8156028368794326,0.98828125,WiFi_Stream
179.0,77.0,1.0,0.69921875,Microwave_Oven
178.0,1.0,1.4301675977653632,0.99609375,WiFi_Stream
18.0,159.0,1.4463276836158192,0.0703125,BL_Beacon
5.0,11.0,16.0,0.30078125,BL_Stream
2.0,144.0,1.7534246575342465,0.01171875,BL_Beacon
5.0,11.0,16.0,0.3359375,BL_Stream
2.0,30.0,8.0,0.09765625,WiFi_Beacon
18.0,174.0,1.3333333333333333,0.0703125,BL_Beacon
105.0,1.0,2.4150943396226414,0.984375,WiFi_Stream
2.0,20.0,11.636363636363637,0.1015625,WiFi_Beacon
3.0,18.0,12.19047619047619,0.25390625,BL_Stream
3.0,222.0,1.1377777777777778,0.01171875,BL_Beacon
229.0,1.0,1.1130434782608696,0.9921875,WiFi_Stream
3.0,18.0,12.19047619047619,0.23046875,BL_Stream
1.0,200.0,1.2736318407960199,0.00390625,BL_Beacon
5.0,11.0,16.0,0.359375,BL_Stream
127.0,1.0,2.0,0.9921875,WiFi_Stream
5.0,9.0,18.285714285714285,0.39453125,BL_Stream
143.0,1.0,1.7777777777777777,0.9921875,WiFi_Stream
122.0,1.0,2.0813008130081303,0.9921875,WiFi_Stream
3.0,12.0,17.066666666666666,0.26171875,BL_Stream
4.0,9.0,19.692307692307693,0.33984375,BL_Stream
65.0,156.0,1.158371040723982,0.36328125,Microwave_Oven
8.0,77.0,3.011764705882353,0.0625,BL_Beacon
6.0,11.0,15.058823529411764,0.328125,BL_Stream
226.0,1.0,1.1277533039647578,0.9921875,WiFi_Stream
203.0,31.0,1.0940170940170941,0.83203125,Microwave_Oven
256.0,0.0,1.0,1.0,Microwave_Oven
166.0,49.0,1.1906976744186046,0.76953125,Microwave_Oven
2.0,20.0,11.636363636363637,0.12109375,WiFi_Beacon
233.0,15.0,1.032258064516129,0.9296875,Microwave_Oven
2.0,20.0,11.636363636363637,0.11328125,WiFi_Beacon
5.0,11.0,16.0,0.34765625,BL_Stream
99.0,92.0,1.3403141361256545,0.49609375,Microwave_Oven
163.0,1.0,1.5609756097560976,0.9921875,WiFi_Stream
105.0,1.0,2.4150943396226414,0.98828125,WiFi_Stream
5.0,18.0,11.130434782608695,0.2578125,BL_Stream
121.0,135.0,1.0,0.47265625,Microwave_Oven
109.0,1.0,2.327272727272727,0.9921875,WiFi_Stream
3.0,18.0,12.19047619047619,0.24609375,BL_Stream
8.0,9.0,15.058823529411764,0.40625,BL_Stream
8.0,9.0,15.058823529411764,0.421875,BL_Stream
14.0,124.0,1.855072463768116,0.0546875,BL_Beacon
37.0,154.0,1.3403141361256545,0.265625,Microwave_Oven
3.0,150.0,1.673202614379085,0.01171875,BL_Beacon
12.0,149.0,1.5900621118012421,0.05859375,BL_Beacon
224.0,1.0,1.1377777777777778,0.99609375,WiFi_Stream
200.0,2.0,1.2673267326732673,0.984375,WiFi_Stream
8.0,18.0,9.846153846153847,0.37890625,BL_Stream
208.0,45.0,1.0118577075098814,0.8203125,Microwave_Oven
2.0,157.0,1.610062893081761,0.01171875,BL_Beacon
73.0,125.0,1.292929292929293,0.3984375,Microwave_Oven
5.0,9.0,18.285714285714285,0.3984375,BL_Stream
93.0,160.0,1.0118577075098814,0.3671875,Microwave_Oven
3.0,12.0,17.066666666666666,0.25390625,BL_Stream
2.0,116.0,2.169491525423729,0.01171875,BL_Beacon
77.0,2.0,3.240506329113924,0.98046875,WiFi_Stream
153.0,1.0,1.6623376623376624,0.984375,WiFi_Stream
100.0,1.0,2.5346534653465347,0.98046875,WiFi_Stream
3.0,18.0,12.19047619047619,0.25,BL_Stream
239.0,4.0,1.0534979423868314,0.96484375,Microwave_Oven
1.0,172.0,1.4797687861271676,0.00390625,BL_Beacon
5.0,14.0,13.473684210526315,0.3125,BL_Stream
10.0,75.0,3.011764705882353,0.0625,BL_Beacon
225.0,23.0,1.032258064516129,0.90625,Microwave_Oven
4.0,11.0,17.066666666666666,0.33984375,BL_Stream
3.0,12.0,17.066666666666666,0.28125,BL_Stream
16.0,131.0,1.7414965986394557,0.0625,BL_Beacon
199.0,48.0,1.0364372469635628,0.80078125,Microwave_Oven
14.0,139.0,1.673202614379085,0.0546875,BL_Beacon
198.0,1.0,1.2864321608040201,0.9921875,WiFi_Stream
2.0,253.0,1.003921568627451,0.0078125,BL_Beacon
2.0,30.0,8.0,0.10546875,WiFi_Beacon
8.0,9.0,15.058823529411764,0.41015625,BL_Stream
106.0,43.0,1.7181208053691275,0.7734375,Microwave_Oven
16.0,146.0,1.5802469135802468,0.0625,BL_Beacon
159.0,32.0,1.3403141361256545,0.734375,Microwave_Oven
2.0,112.0,2.245614035087719,0.01171875,BL_Beacon
3.0,132.0,1.8962962962962964,0.01171875,BL_Beacon
1.0,247.0,1.032258064516129,0.00390625,BL_Beacon
168.0,1.0,1.514792899408284,0.984375,WiFi_Stream
119.0,1.0,2.1333333333333333,0.9921875,WiFi_Stream
173.0,35.0,1.2307692307692308,0.7890625,Microwave_Oven
128.0,1.0,1.9844961240310077,0.9921875,WiFi_Stream
