tx_period_max,cl_period_max,periodicity,duty_cycle,rf_label
468.0,31.0,2.0521042084168335,0.9287109375,Microwave_Oven
9.0,11.0,51.2,0.34765625,BL_Stream
14.0,374.0,2.6391752577319587,0.03125,BL_Beacon
469.0,170.0,1.6025039123630673,0.7548828125,Microwave_Oven
2.0,21.0,44.52173913043478,0.107421875,WiFi_Beacon
293.0,1.0,3.4829931972789114,0.990234375,WiFi_Stream
464.0,156.0,1.6516129032258065,0.80859375,Microwave_Oven
8.0,18.0,39.38461538461539,0.306640625,BL_Stream
5.0,14.0,53.89473684210526,0.3115234375,BL_Stream
455.0,1.0,2.245614035087719,0.994140625,WiFi_Stream
5.0,18.0,44.52173913043478,0.3076171875,BL_Stream
182.0,1.0,5.595628415300546,0.990234375,WiFi_Stream
468.0,156.0,1.641025641025641,0.7646484375,Microwave_Oven
8.0,18.0,39.38461538461539,0.3095703125,BL_Stream
8.0,12.0,51.2,0.328125,BL_Stream
462.0,44.0,2.0237154150197627,0.8779296875,Microwave_Oven
8.0,18.0,39.38461538461539,0.3359375,BL_Stream
483.0,167.0,1.5753846153846154,0.7529296875,Microwave_Oven
18.0,275.0,3.4948805460750854,0.0361328125,BL_Beacon
16.0,247.0,3.893536121673004,0.033203125,BL_Beacon
2.0,30.0,32.0,0.107421875,WiFi_Beacon
229.0,2.0,4.432900432900433,0.9921875,WiFi_Stream
10.0,460.0,2.178723404255319,0.0341796875,BL_Beacon
8.0,18.0,39.38461538461539,0.3291015625,BL_Stream
12.0,461.0,2.1649048625792813,0.0185546875,BL_Beacon
420.0,1.0,2.4323040380047507,0.990234375,WiFi_Stream
8.0,18.0,39.38461538461539,0.3408203125,BL_Stream
273.0,1.0,3.7372262773722627,0.9931640625,WiFi_Stream
18.0,461.0,2.137787056367432,0.0224609375,BL_Beacon
18.0,461.0,2.137787056367432,0.0400390625,BL_Beacon
2.0,30.0,32.0,0.1103515625,WiFi_Beacon
464.0,160.0,1.641025641025641,0.75390625,Microwave_Oven
16.0,316.0,3.0843373493975905,0.021484375,BL_Beacon
18.0,461.0,2.137787056367432,0.0380859375,BL_Beacon
271.0,1.0,3.764705882352941,0.9892578125,WiFi_Stream
483.0,135.0,1.656957928802589,0.8115234375,Microwave_Oven
435.0,169.0,1.695364238410596,0.798828125,Microwave_Oven
226.0,2.0,4.491228070175438,0.98828125,WiFi_Stream
2.0,30.0,32.0,0.109375,WiFi_Beacon
229.0,1.0,4.452173913043478,0.9921875,WiFi_Stream
2.0,30.0,32.0,0.1083984375,WiFi_Beacon
2.0,30.0,32.0,0.1044921875,WiFi_Beacon
